room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,description,latitude,longitude,listed
7193709,37672850,Private room,Tårnby,354,5,1,1,41,1,Charming house near the airport,55.616651,12.631454,30/11/2016
4446663,22317683,Private room,København,285,4.5,2,1,70,1,værelse til leje,55.670082,12.556838,25/12/2016
1453654,7080722,Private room,Tårnby,319,5,2,1,64,1,"Comfortable room, close to airport",55.633597,12.618074,3/01/2017
30557,131674,Private room,København,345,5,2,1,90,1,Great Place in Center of Copenhagen,55.681167,12.565207,4/01/2017
443684,2204282,Entire home/apt,København,265,4.5,10,5,242,1,"Penthouse, 4-5 rooms + 5 balconies",55.703808,12.548259,9/01/2017
330915,799887,Private room,København,386,4.5,1,1,48,1,Lovely room - in the heart of CPH!,55.672631,12.556819,10/01/2017
2618043,3366007,Entire home/apt,København,249,4.5,6,2,228,1,Spacious & charming city center apt,55.680067,12.575284,19/01/2017
638111,2658967,Private room,København,276,4.5,3,1,93,1,Suite w/Bikes by Hip Jægersborggade,55.693041,12.541197,8/02/2017
638126,2658967,Private room,København,329,4,3,1,66,1,Simple&Cheap w/Bikes Jægersborggade,55.696633,12.540133,16/02/2017
840903,1328090,Private room,København,216,5,2,1,62,1,Modern Apartment in Copenhage City,55.666546,12.579838,6/03/2017
3341868,6019153,Entire home/apt,København,220,4.5,6,2,242,1,Unique spot right in city center! ,55.6767,12.576978,15/03/2017
894420,4761790,Entire home/apt,København,200,5,4,1,163,1,Wonderful apt. right in the city!,55.679341,12.578085,18/03/2017
621354,3079713,Entire home/apt,København,284,4.5,14,3,149,1,"CPH3: Location, location, location!",55.680467,12.579829,23/03/2017
638118,2658967,Private room,København,355,4,5,1,46,1,Loft w/Bikes by Hip Jægersborggade,55.691696,12.54055,24/03/2017
4282001,20733123,Entire home/apt,København,184,4.5,4,1,63,1,Welcome to Sundbyvestervarehus B&B,55.653651,12.60809,29/03/2017
6789553,35544064,Entire home/apt,København,166,5,6,0,186,1,Live in the heart of Copenhagen,55.682689,12.574366,30/03/2017
6503672,7370115,Entire home/apt,København,170,4.5,4,1,116,1,"Cosy and central, like a hotel ;-)",55.669776,12.547094,31/03/2017
338992,799887,Private room,København,215,4.5,1,1,62,1,Room with a view over the lakes,55.672963,12.555011,31/03/2017
2762373,5335950,Entire home/apt,København,228,4.5,4,1,122,1,Unique and Perfect spot!,55.665637,12.55086,2/04/2017
2962012,15117067,Entire home/apt,København,165,4.5,3,1,132,1,Perfectly located bright apartment,55.669881,12.553665,4/04/2017
916737,1119904,Entire home/apt,København,154,4.5,2,1,113,1,LUXURY APPARTEMENT IN COPENHAGEN,55.641479,12.58703,5/04/2017
976738,1733709,Private room,København,190,4.5,2,1,38,1,Private Entrance -  Historic House :-),55.664345,12.504522,8/04/2017
341378,1731726,Entire home/apt,Esbjerg,151,4.5,4,1,79,1,"Domehouse, Kuppelhusetesbjerg.dk",55.49617,8.401755,8/04/2017
3135758,11220679,Private room,København,147,5,2,1,77,1,Unique: Clean and Bright Guest Room in Best Area,55.689426,12.557463,10/04/2017
1220002,3694728,Private room,København,146,5,2,1,85,1,Cosy room close to the heart of CPH,55.691439,12.577038,13/04/2017
26473,112210,Entire home/apt,København,198,4.5,12,6,479,1,City Centre Townhouse Sleeps 12,55.675895,12.576977,13/04/2017
369967,1857021,Entire home/apt,Frederiksberg,157,4.5,2,1,85,1,Really cozy apartment with 2 bikes,55.68733,12.537335,14/04/2017
8770563,32855431,Private room,København,149,5,2,1,42,1,"Attractive room, central CPH city",55.657144,12.608049,17/04/2017
1924104,7080722,Private room,Tårnby,151,4.5,2,1,60,1,"Danish quality, close to airport",55.631625,12.617898,19/04/2017
1902078,8844974,Entire home/apt,København,174,4.5,3,0,116,1,City Center Old Copenhagen,55.684964,12.578745,20/04/2017
5019399,9240286,Private room,København,148,5,1,1,77,1,Location! Location! Location !,55.679523,12.581652,22/04/2017
2499542,9117042,Private room,København,270,5,2,1,93,1,"LOVELY room, CHARMING neighbourhood",55.674743,12.596319,23/04/2017
583722,1496835,Entire home/apt,Frederiksberg,156,5,6,2,205,1,Private garden oasis in central CPH,55.683463,12.550646,27/04/2017
6822153,35727297,Private room,Frederiksberg,150,5,2,1,74,1,Central room 3 min from subway.,55.683093,12.552202,27/04/2017
184308,864520,Private room,København,164,5,2,1,124,1,"Perfect location, private cozy room",55.68258,12.563463,1/05/2017
2647233,9305110,Private room,Frederiksberg,255,4.5,3,1,59,1,Bedroom & Living Room Frederiksberg,55.687182,12.535778,2/05/2017
1557373,8290269,Private room,København,172,4.5,2,1,97,1,Wonderful room - VERY CENTRAL!,55.681862,12.572542,4/05/2017
841945,185605,Entire home/apt,København,215,4.5,3,1,95,1,Vesterbro convenience with balcony,55.67155,12.54711,6/05/2017
1038813,2139850,Entire home/apt,København,157,4.5,4,1,167,1,Experience Copenhagen of the 1800's,55.678531,12.572068,8/05/2017
49122,217651,Private room,København,124,4.5,2,1,58,1,Private room for 2 in Central CPH,55.689461,12.570879,9/05/2017
5214777,25705162,Private room,København,258,4.5,2,1,88,1,Christianshavn room with balcony,55.669431,12.5851,9/05/2017
1358589,6345315,Private room,Frederiksberg,143,4.5,1,1,62,1,A room with a view on Frederiksberg,55.683991,12.541992,10/05/2017
4361443,22539306,Entire home/apt,København,150,4.5,2,3,138,1,Beautiful and sunny flat ,55.669459,12.537028,11/05/2017
633039,1702217,Private room,København,141,4.5,3,1,68,1,Beds in the heart of Copenhagen City,55.684017,12.563761,13/05/2017
5994282,31123921,Entire home/apt,København,171,5,4,2,151,1,Private House by Canals,55.669743,12.589449,13/05/2017
3355158,16932037,Private room,Vordingborg,137,4.5,2,1,46,1,stort værelse til leje på dagsbasis,54.972043,12.18974,15/05/2017
7499206,32855431,Private room,København,134,5,2,1,43,1,"Charming room, central to Cph. City",55.655324,12.608267,15/05/2017
6463342,33754998,Entire home/apt,København,207,5,8,3,310,1,Central 3BR Spacious Luxury,55.686828,12.560236,19/05/2017
1409192,7600319,Entire home/apt,København,169,5,5,2,108,1,Copenhagen - your own apartment! ,55.711358,12.55872,19/05/2017
1206721,5678787,Entire home/apt,København,197,4.5,2,1,70,1,"Apt.close to Metro, Airport and CHP",55.659043,12.622989,19/05/2017
2248429,10131641,Entire home/apt,Sorø,123,5,6,3,108,1,Charming 6 pers. house at Sorø lake,55.419649,11.545463,21/05/2017
5938221,30830721,Private room,København,119,4.5,2,1,77,1,"Sleep in Nyhavn, balcony by water",55.678868,12.592668,22/05/2017
9008858,47043266,Entire home/apt,København,183,5,4,1,216,1,â˜…Unique City Centreâ˜…Private roofâ˜…25mins fr/Airport,55.676538,12.573521,24/05/2017
2535877,11926575,Entire home/apt,København,138,5,4,2,201,1,"Charming , Cosy, Central",55.676435,12.574867,26/05/2017
568346,111821,Entire home/apt,København,139,4.5,2,1,117,1,"Heart of Copenhagen, Vesterbro",55.668441,12.561977,27/05/2017
325195,119886,Private room,Frederiksberg,202,5,2,1,76,1,Nice & Central Copenhagen - room#2,55.679678,12.546361,28/05/2017
1354346,5531413,Private room,København,126,4.5,2,1,55,1,Bright room in central CPH,55.690638,12.570923,30/05/2017
1040725,5165173,Private room,Frederiksberg,108,5,1,1,55,1,Single room (wifi) in classy Frederiksberg,55.677281,12.537685,30/05/2017
1827250,944546,Private room,København,126,4.5,1,1,39,1,Cosy Room Near Metro/City/Airport,55.665915,12.612797,30/05/2017
743063,3891405,Private room,København,135,4.5,2,1,62,1,In hip Vesterbro/CPH - With 2 bikes,55.664628,12.553768,31/05/2017
5808146,30135371,Entire home/apt,København,129,5,2,1,82,1,Key to a succesful stay in Cph.,55.657214,12.605735,3/06/2017
876975,4214830,Private room,København,166,4.5,2,1,61,1, G2 Nørrebro Blågårdsgade Balcony ,55.685886,12.557765,4/06/2017
345187,1750722,Private room,København,154,4.5,3,1,67,1,The Orange Room (modern city life),55.665992,12.600743,4/06/2017
2121876,3339200,Private room,København,132,4.5,2,1,106,1,"Central Gem, hidden away from the crowds.",55.680942,12.568795,4/06/2017
540897,2658967,Private room,København,241,4,4,1,58,1,Cheap&Simple w/Bikes Jægersborggade,55.693843,12.542967,5/06/2017
11233607,12240685,Entire home/apt,København,103,5,8,2,279,1,"Large, Bright & Cosy... CASANBRO",55.688923,12.548227,5/06/2017
806948,4247164,Entire home/apt,Aarhus,112,4.5,4,1,170,1,Apartment in Central Aarhus,56.156387,10.1918,5/06/2017
1278041,6954248,Private room,København,103,4.5,2,1,101,1,Copenhagen center Saxogade,55.672233,12.551402,6/06/2017
2617341,12998021,Entire home/apt,København,102,5,4,1,66,1,Modern apartment with GREAT view,55.656543,12.604581,7/06/2017
8659105,17882271,Private room,København,185,5,2,1,108,1,City studio in historic setting,55.672303,12.587037,8/06/2017
7090951,24850791,Entire home/apt,Frederiksberg,99,4.5,6,2,132,1,Stay in the Heart of Copenhagen,55.685801,12.538744,9/06/2017
2604394,12437610,Entire home/apt,København,135,5,4,1,212,1,Modern and spacious apartment ,55.682098,12.573517,11/06/2017
4612451,2817939,Entire home/apt,København,100,5,2,1,163,1,Charming apartment by the lakes,55.683932,12.565533,11/06/2017
456776,916779,Private room,København,146,5,2,1,62,1,Beautiful and bright CPH room,55.706365,12.580153,12/06/2017
3560024,9305110,Private room,Frederiksberg,211,4.5,2,1,46,1,Double room in Frederiksberg,55.686739,12.537185,13/06/2017
4226056,21761498,Private room,Aarhus,120,5,2,1,37,1,Hyggeligt lyst kælder værelse.,56.179987,10.189699,16/06/2017
3722745,16805405,Private room,København,140,4.5,4,1,55,1," Close to city, airport and metro.",55.656114,12.620743,16/06/2017
6942180,25814972,Private room,København,128,4.5,2,1,82,1,Room just minutes from C. Station,55.673304,12.55017,17/06/2017
5876825,30518507,Private room,København,109,5,2,1,76,1,Skønt værelse ved Tivoli og city,55.673858,12.573368,17/06/2017
399709,1995216,Entire home/apt,Aalborg,104,4.5,16,2,129,1,Bright apartment near the city.,57.052217,9.90554,17/06/2017
337679,1716068,Entire home/apt,København,141,4,6,1,80,1,Private Well Located Apt Sleeps 4+,55.701076,12.551938,18/06/2017
4561096,15948076,Private room,København,110,5,1,1,46,1,Cozy Room near airport and centrum ,55.665131,12.610762,18/06/2017
6829087,29290123,Entire home/apt,København,99,5,2,0,85,1,Cosy Studio by inner lakes of CPH,55.686541,12.561904,21/06/2017
729526,3790722,Entire home/apt,København,138,4.5,4,2,153,1,Unique penthouse - best part of CPH,55.678481,12.581372,21/06/2017
7291066,38183687,Private room,København,133,5,2,1,31,1,"Cheap, romantic and quiet room :)",55.707731,12.530677,21/06/2017
1474012,7887447,Private room,København,159,4.5,2,1,77,1,wonderful room in Christianshavn,55.67459,12.590595,22/06/2017
1780963,3430299,Private room,København,186,4.5,1,1,46,1,Nice quiet small room,55.690544,12.554834,22/06/2017
6266607,32566348,Private room,København,114,4.5,1,1,31,1,Lyst værelse i lokalt cafémiljø.,55.69279,12.545416,22/06/2017
1377311,7192036,Private room,København,126,4.5,2,1,77,1,Private room in cozy/trendy area,55.687395,12.546441,22/06/2017
3078016,4131701,Entire home/apt,København,100,5,3,2,140,1,"Østerbro ved søerne, 75 kvm",55.69699,12.57571,23/06/2017
2973228,14936136,Private room,København,134,5,3,1,98,1,Suite with own bath- Nice location,55.699317,12.579206,23/06/2017
7708771,17684752,Private room,København,106,4.5,2,1,39,1,Bright and spacious room,55.655856,12.536907,24/06/2017
1069482,5884069,Private room,København,107,5,2,1,87,1,Room in super central Copenhagen K,55.677995,12.570918,24/06/2017
13655127,79276293,Private room,Frederiksberg,115,4.5,1,1,52,1,Central room in Copenhagen,55.680502,12.545471,25/06/2017
2955012,15083113,Private room,København,114,5,4,2,77,1,The great escape,55.695933,12.611456,25/06/2017
5872324,20456342,Entire home/apt,Frederiksberg,179,4.5,2,1,101,1,Cozy and central Frederiksb. flat ,55.677436,12.542036,25/06/2017
2604758,13336238,Private room,Odense,114,5,2,1,46,1,Odense City B&B - bedst og billigst,55.397758,10.377811,25/06/2017
2025336,4695752,Private room,København,115,4.5,2,1,62,1,Skøn skæv stille solrig i centrum.,55.681409,12.586575,25/06/2017
6237784,24707338,Private room,København,104,4.5,2,1,77,1,Cosy room close to center of Cph,55.673013,12.593681,26/06/2017
1025486,5027587,Private room,København,91,5,2,1,62,1,A Unique Oasis Vesterbro Copenhagen,55.660269,12.545174,26/06/2017
501253,2276747,Entire home/apt,København,211,5,2,1,116,1,Charming apartment in Copenhagen,55.683957,12.56636,26/06/2017
4744347,643709,Private room,København,98,4.5,2,1,77,1,Great View & Comfy room 15 min from City Center,55.658995,12.590364,27/06/2017
3455510,16319281,Entire home/apt,København,164,4.5,2,1,85,1,1 bedroom at piqturesque Chr.h-Cph ,55.673025,12.594096,27/06/2017
4961566,15407977,Private room,København,112,4.5,2,1,62,1,Just cheep 'n' cosy + free bicycles,55.665006,12.554975,28/06/2017
2911033,14871606,Private room,København,140,5,2,1,57,1,Room in the trendy Nørrebro,55.697223,12.553295,29/06/2017
3152677,16000178,Entire home/apt,København,120,5,3,1,108,1,Flat with a stunning lake view,55.692409,12.575864,29/06/2017
7359510,37122739,Private room,København,117,5,2,1,72,1,"Charming room, GREAT location!",55.667718,12.553483,29/06/2017
2017914,1379904,Private room,København,164,4.5,3,1,54,1,The color of a heart,55.689964,12.559841,30/06/2017
673817,140105,Private room,København,96,4.5,2,1,93,1,337 ft2 artist room in luxury flat,55.674963,12.557632,30/06/2017
1872828,6875127,Private room,Gladsaxe,129,5,2,1,48,1,View of Copenhagen from 12th floor,55.726367,12.49243,1/07/2017
5551641,28788363,Entire home/apt,Hjørring,86,5,6,2,56,1,Landejendom i naturskønne omgivelse,57.449827,10.147923,1/07/2017
2987210,6966717,Entire home/apt,København,95,5,2,0,147,1,Garden apartment by the Lakes,55.692925,12.576485,1/07/2017
1507749,8053731,Entire home/apt,Helsingør,139,5,5,2,77,1,Spacious apartment + own terrace,56.031295,12.602107,1/07/2017
5455986,28297043,Entire home/apt,Aarhus,126,5,6,2,156,1,Apartment in the Latin Quarter,56.159409,10.207819,1/07/2017
2913041,5846733,Entire home/apt,København,162,4.5,4,1,155,1,"Largest private backyard, inner Cph",55.678545,12.574188,1/07/2017
1444148,3996792,Entire home/apt,Hjørring,88,4.5,4,1,75,1,Wodden cottage in beautiful nature,57.580087,10.273373,1/07/2017
3199820,3970114,Private room,København,102,5,1,1,58,1,Sunny & cosy place in city center ,55.670425,12.550103,2/07/2017
1380781,7005672,Private room,København,94,4.5,2,1,70,1,1 or 2 in bright room in cental CPH,55.689252,12.570845,2/07/2017
10671277,45824996,Private room,Tårnby,105,5,2,1,77,1,"Close to airport, near beach & mall",55.627854,12.622434,3/07/2017
7474528,29886516,Private room,København,115,5,2,1,52,1,"20min. to the Center, Separate Kitchen.",55.710952,12.570082,3/07/2017
1169049,6401738,Entire home/apt,København,172,4.5,2,1,147,1,"Trendy, charming and best location",55.692564,12.557671,4/07/2017
8826666,46232255,Entire home/apt,Bornholm,89,5,5,2,65,1,Nyistandsat moderne lejlighed.,55.098812,14.700734,4/07/2017
11502154,56009273,Private room,København,102,4.5,3,1,41,1,Small room in the basement,55.652356,12.523214,5/07/2017
5830110,30262143,Private room,København,83,4.5,2,1,82,1,Nice room close to the central city,55.68971,12.562165,6/07/2017
858739,2476290,Private room,København,135,4.5,2,1,55,1,Inner Nørrebro,55.688393,12.552453,6/07/2017
3517049,14995300,Private room,København,143,4.5,3,1,61,1,In heart of old center Copenhagen,55.682197,12.579692,7/07/2017
4229337,6954248,Private room,København,106,4,2,1,85,1,Bo centralt - Vesterbro i København,55.668205,12.549981,8/07/2017
7840926,29678531,Entire home/apt,København,103,5,5,2,170,1,"Best Location, Fantastic view",55.677639,12.579079,8/07/2017
1799988,4377172,Entire home/apt,København,133,5,2,1,130,1,Super location 100 m from the Canal,55.674814,12.597086,8/07/2017
7235511,27224431,Entire home/apt,Tårnby,103,5,5,2,88,1,"Home close to city, beach, airport and Royal Arena",55.639481,12.618363,9/07/2017
7519049,19272067,Entire home/apt,Billund,82,4.5,4,2,46,1,Apartment 14 km from Legoland,55.681191,9.023439,10/07/2017
1541680,8217162,Private room,København,192,5,2,1,58,1,Light and cosy room - space for two,55.711912,12.568685,10/07/2017
519608,1496835,Private room,Frederiksberg,193,5,1,1,62,1,Unique CITY room with garden & bike,55.682785,12.548997,10/07/2017
4554561,23611956,Private room,København,94,4.5,2,1,46,1,"simple + clean 20m2 room, Vesterbro",55.672783,12.558559,12/07/2017
3056874,843756,Entire home/apt,København,152,4.5,2,2,74,1,Cozy apartment in Nørrebro,55.698027,12.544905,12/07/2017
315250,1619069,Entire home/apt,København,96,5,5,3,141,1,Charming Copenhagen loft + balcony ,55.665053,12.613224,12/07/2017
813233,4214830,Private room,København,111,4.5,2,1,71,1, G1 Nørrebro Blågårdsgade Balcony ,55.68554,12.55816,13/07/2017
4480123,23246036,Private room,København,80,4.5,3,1,74,1,Private room with two beds,55.693086,12.564715,13/07/2017
11890447,54484218,Private room,København,113,4,2,1,62,1,Room in the heart of Copenhagen 4,55.679917,12.576252,14/07/2017
13965505,40605458,Entire home/apt,København,78,4.5,5,2,271,1,"120 sqm in the historic city centre, Nyhavn",55.679363,12.590193,14/07/2017
940284,4252325,Entire home/apt,København,128,4.5,4,2,185,1,Top location and great apartment!,55.674872,12.597089,14/07/2017
343272,1726051,Entire home/apt,København,81,4.5,6,2,133,1,Family-friendly with large balcony,55.692767,12.5146,15/07/2017
4900254,22715327,Private room,Odense,79,5,3,1,77,1,Cosy riverside room near citycenter,55.396925,10.406892,15/07/2017
3857263,16820668,Entire home/apt,København,100,4.5,6,3,178,1,Appartment with rooftop terasse,55.691284,12.574532,15/07/2017
11934539,6099123,Private room,Frederiksberg,80,5,2,1,77,1,Cozy room in central Copenhagen,55.682526,12.550344,16/07/2017
1618579,8611308,Entire home/apt,København,108,5,2,1,108,1,2 room appartment in our townhouse,55.691488,12.575608,16/07/2017
13968051,9869246,Entire home/apt,København,79,5,2,1,140,1,Charming apartment next to King's Garden,55.683473,12.581343,17/07/2017
1457407,7815567,Entire home/apt,København,79,4.5,4,1,147,1,Nyhavn Full view over canal ,55.681379,12.589722,18/07/2017
13644316,79194590,Private room,København,79,4.5,2,1,55,1,Central Copenhagen - room for a cosy stay,55.675703,12.598347,18/07/2017
5363098,27801886,Entire home/apt,Vordingborg,77,5,6,3,93,1,Landhus i naturskønne omgivelser,54.890165,12.191364,18/07/2017
1067321,5872992,Entire home/apt,Gribskov,107,5,2,1,93,1,Luxury B & B downtown Gilleleje,56.122697,12.3068,18/07/2017
9583827,49608098,Entire home/apt,København,81,4.5,6,3,399,1,Penthouse with a private rooftop,55.679201,12.59237,19/07/2017
967483,5088515,Private room,København,156,4.5,1,1,58,1,Warm and light room in the city,55.688921,12.574236,19/07/2017
673688,3004121,Private room,København,124,4.5,2,1,77,1,Nice spacious room in Copenhagen,55.666842,12.552623,20/07/2017
11057015,6042591,Private room,København,91,4.5,2,1,46,1,Cheap&Clean ( Breakfast Incl ) (BLUE KEY),55.696316,12.544718,20/07/2017
2218580,11292104,Entire home/apt,Frederiksberg,143,5,3,1,93,1,Copenhagen - cosy and central,55.679277,12.535789,20/07/2017
7655525,6253004,Entire home/apt,København,78,5,2,1,133,1,Homey apartment in the very center!,55.678934,12.574337,20/07/2017
2894537,14793275,Entire home/apt,Frederiksberg,77,4.5,4,2,105,1,Beautiful top floor  CPH apartment,55.687719,12.530655,20/07/2017
27747,119886,Private room,Frederiksberg,144,5,3,1,89,1,Nice & central Copenhagen. Room#1,55.679654,12.546517,21/07/2017
3859637,19545337,Private room,Tårnby,89,5,2,1,62,1,Nice room near Copenhagen Airport,55.621842,12.620151,21/07/2017
1241338,6732123,Entire home/apt,Helsingør,83,5,4,1,90,1,Cozy home by the sea near Cph.,56.005133,12.579268,22/07/2017
3562831,17938345,Private room,København,95,5,3,1,59,1,Vesterbro,55.665165,12.548263,23/07/2017
3581466,2860679,Entire home/apt,Frederiksberg,96,4.5,9,4,318,1,Centralt placeret UNIK lejlighed,55.681336,12.533319,24/07/2017
2592713,5788452,Private room,København,76,4.5,2,1,52,1,Spacious room with great light,55.709525,12.565542,24/07/2017
3145494,6906458,Private room,København,111,5,1,1,46,1,Room with a view,55.671598,12.591684,24/07/2017
5576362,26862107,Private room,Frederiksberg,80,5,2,1,85,1,Spacious room and private bathroom,55.682165,12.551556,24/07/2017
1922225,505077,Entire home/apt,København,82,4.5,4,2,186,1,"Charming 2B next to Tivoli, Zone 1!",55.673607,12.56061,25/07/2017
4838276,9597498,Entire home/apt,København,119,4.5,4,2,85,1,Base1@Vidunderlige Vesterbro,55.674129,12.558359,25/07/2017
5187598,10755570,Private room,København,87,5,2,1,90,1,"Old town house, central Copenhagen",55.680368,12.578075,26/07/2017
13106453,71335048,Private room,Gladsaxe,88,4.5,2,1,39,1,Cozy apartment in copenhagen,55.725969,12.489302,26/07/2017
1340009,6030133,Private room,København,138,4.5,1,1,49,1,Light room in hip central location,55.693077,12.551087,26/07/2017
650769,2483960,Entire home/apt,København,81,5,2,1,108,1,Charming balcony with canal view,55.67424,12.591099,27/07/2017
1033496,5687835,Private room,København,101,4.5,2,1,66,1,Private loft room with own entrance,55.691979,12.560938,27/07/2017
906016,4841903,Entire home/apt,Odder,101,4.5,7,2,77,1,beautiful farm apartment,55.961196,10.072997,28/07/2017
2370626,12111292,Entire home/apt,Esbjerg,136,4.5,4,2,54,1,Lejlighed ved centrum  af Ribe,55.331501,8.777142,28/07/2017
1591147,8087551,Private room,København,86,5,2,1,64,1,"Private room, central Copenhagen",55.666026,12.543988,28/07/2017
9193119,47823912,Entire home/apt,Aarhus,89,4.5,4,1,60,1,Lovely light app't near city centre,56.159073,10.200758,28/07/2017
2067245,7425153,Entire home/apt,København,136,5,4,1,80,1,"The Garden House - tiny,green+close to center",55.667085,12.498124,28/07/2017
203789,999731,Entire home/apt,Horsens,80,4.5,3,1,50,1,Cozy & calm downtown apartment ,55.864682,9.843368,29/07/2017
489736,2421726,Private room,København,147,4.5,2,1,31,1,Suitable for 2!  153 reviews!:),55.715048,12.461063,29/07/2017
10820240,846204,Private room,København,93,4.5,2,1,124,1,"Cool, cosy and central w/ free bikes!",55.66683,12.546201,29/07/2017
2946481,13929955,Private room,København,99,4.5,2,1,61,1,Wonderful appartment in a calm area,55.665509,12.5839,29/07/2017
4139642,2247480,Private room,København,79,4.5,1,1,53,1,Nice room in central Copenhagen / Vesterbro,55.668045,12.554656,30/07/2017
4295059,4380507,Entire home/apt,København,107,5,4,2,171,1,Central!!! Balcony Lakes Park Metro,55.681694,12.564147,31/07/2017
2987143,15231244,Private room,Sønderborg,90,5,2,1,40,1,A room with a view,54.906375,9.59042,1/08/2017
1218328,6251797,Private room,København,155,5,2,1,77,1,Rooftop terrace in hipster area ,55.689141,12.562562,1/08/2017
3456281,17418183,Entire home/apt,København,77,5,15,5,279,1,Spacious apartment with garden,55.722947,12.548007,1/08/2017
12894129,70606937,Private room,København,134,5,4,1,58,1,"Comfy bed, big bright room, super wi-fi",55.702055,12.577002,1/08/2017
2365927,6568419,Private room,København,72,4.5,2,1,62,1,Sweet and charming room,55.65796,12.602203,1/08/2017
5289713,27392951,Entire home/apt,København,76,5,2,1,139,1,Stylish apartment Vesterbro CPH,55.671472,12.550875,1/08/2017
3238986,344778,Entire home/apt,København,78,4.5,2,1,77,1,"Clean & Cozy, 8 MIN to the city, incl breakfast!",55.681224,12.485632,2/08/2017
8070413,42626966,Private room,København,80,4.5,1,1,55,1,"Bright room with double bed, desk and balcony",55.667783,12.617441,3/08/2017
12092501,64809536,Entire home/apt,København,106,5,2,1,119,1,Charming apartment in the heart of Copenhagen,55.679652,12.585763,3/08/2017
856706,3628837,Private room,København,113,4.5,4,1,76,1,Classic cosy student appartment,55.684875,12.551879,3/08/2017
4059331,3653061,Entire home/apt,Gribskov,77,5,2,0,55,1,Lille charmerende perle,56.107841,12.359974,3/08/2017
3689865,2187740,Private room,København,97,5,2,1,101,1,cosy room,55.686302,12.585985,3/08/2017
463621,2303828,Entire home/apt,Ærø,83,5,4,2,104,1," History, comfort, peace and quiet",54.885548,10.409686,4/08/2017
5800324,30092634,Private room,København,109,4.5,2,1,71,1,Room in Vesterbro flat,55.665731,12.549799,4/08/2017
5398022,3481198,Private room,København,112,5,2,1,62,1,"Location, location, location",55.670983,12.5933,5/08/2017
1102901,3292724,Private room,København,96,5,2,1,77,1,Room with view to the lakes,55.679324,12.560991,5/08/2017
14083881,84676234,Entire home/apt,København,88,5,2,0,147,1,City Room,55.677524,12.577997,5/08/2017
5256183,16805405,Private room,København,102,4.5,3,1,48,1,"Metro, city, bus, airport",55.654537,12.620517,5/08/2017
4034919,20920795,Entire home/apt,København,87,5,1,1,64,1,Top floor apartment with balcony,55.655178,12.617379,5/08/2017
14339025,74024262,Entire home/apt,København,76,4.5,4,1,182,1,Unique apartment in the heart of copenhagen,55.683782,12.571856,6/08/2017
1503388,8032574,Private room,Aarhus,95,5,2,1,45,1,Spacious suite in private villa.,56.157389,10.124366,6/08/2017
1370434,7431692,Entire home/apt,København,88,5,2,1,124,1,Penthouse with amazing view,55.671293,12.554198,6/08/2017
407585,2030128,Entire home/apt,København,163,4.5,8,3,345,1,Cozy Historic Townhouse in Christiania,55.670358,12.589894,6/08/2017
3785919,212337,Entire home/apt,København,76,5,6,2,201,1,The Designers Nest ,55.700097,12.557201,6/08/2017
7285552,38151800,Entire home/apt,Odense,91,5,2,1,55,1,Villa lejlighed 15 min fra centrum,55.431466,10.361834,7/08/2017
1123845,6164950,Entire home/apt,Frederiksberg,87,4.5,2,2,93,1,Central Copenhagen - Green area,55.684468,12.525425,8/08/2017
7001811,13460679,Entire home/apt,Aalborg,74,5,4,2,46,1,Cozy apartment in central Aalborg!,57.052013,9.913863,8/08/2017
1760389,3737087,Entire home/apt,København,94,5,2,1,156,1,Live 10min from biggest attractions,55.671875,12.561287,8/08/2017
1057350,5823976,Entire home/apt,København,69,4.5,5,2,147,1,"Copenhagen, close to everything :-)",55.703947,12.539298,8/08/2017
12527767,57485805,Private room,København,76,5,2,1,62,1,Nice Room in Beautiful Apartment,55.654211,12.609301,8/08/2017
4026523,16629009,Entire home/apt,Frederiksberg,68,4.5,5,2,150,1,No. 1. location,55.676031,12.549321,9/08/2017
6294450,31324018,Private room,København,78,4.5,2,1,30,1,Room in the city center.,55.671662,12.557191,9/08/2017
8699209,1039345,Entire home/apt,København,118,5,4,1,147,1,Charming apartment near the lakes,55.687332,12.561722,9/08/2017
658225,3318478,Private room,København,137,4.5,2,1,62,1,Room with a View over the Lakes,55.689347,12.564454,9/08/2017
4075077,5767025,Private room,Høje Taastrup,80,4.5,2,1,31,1,Cosy room in the outskirts of lovely Copenhagen,55.651392,12.227743,9/08/2017
8818192,9682980,Entire home/apt,København,108,4.5,2,0,31,1,Cozy studio in the heart of CPH,55.679369,12.567836,9/08/2017
10564051,54484218,Private room,København,111,4,2,1,55,1,Room in the heart of Copenhagen,55.679321,12.574927,9/08/2017
7914887,5623793,Entire home/apt,København,126,4.5,4,1,124,1,Super cozy 2r in Central Nørrebro,55.692852,12.558259,10/08/2017
7811752,3734875,Private room,Frederiksberg,93,4.5,2,1,93,1,Nice Room - Top Location,55.673541,12.537793,10/08/2017
150236,723956,Entire home/apt,København,100,4.5,3,1,75,1,Copenhagen Modern Danish Design,55.65354,12.543095,11/08/2017
4885407,17715029,Entire home/apt,København,78,4.5,4,2,124,1,82sqm cosy flat with 2 balconies,55.698156,12.545849,11/08/2017
1455294,7804841,Private room,København,73,4.5,4,1,124,1,1 room in the penthouse apartment,55.682477,12.587808,11/08/2017
